角色名,外文名,性别,立绘编号,文件名,文件链接,势力logo,出处,星级,内部编号,职业,分支,势力,出身地,上线时间,时装品牌,时装名
八幡海铃,Yahata Umiri,女性,1,立绘_八幡海铃_1.png,https://media.prts.wiki/6/64/%E7%AB%8B%E7%BB%98_%E5%85%AB%E5%B9%A1%E6%B5%B7%E9%93%83_1.png,罗德岛,方舟干员,5,AM02,特种,伏击客,Ave Mujica,未知,2025-09-04,,
八幡海铃,Yahata Umiri,女性,2,立绘_八幡海铃_2.png,https://media.prts.wiki/0/09/%E7%AB%8B%E7%BB%98_%E5%85%AB%E5%B9%A1%E6%B5%B7%E9%93%83_2.png,罗德岛,方舟干员,5,AM02,特种,伏击客,Ave Mujica,未知,2025-09-04,,
八幡海铃,Yahata Umiri,女性,skin1,立绘_八幡海铃_skin1.png,https://media.prts.wiki/b/ba/%E7%AB%8B%E7%BB%98_%E5%85%AB%E5%B9%A1%E6%B5%B7%E9%93%83_skin1.png,罗德岛,方舟干员,5,AM02,特种,伏击客,Ave Mujica,未知,2025-09-04,合作款,月下执行者
冬时,Снегyрочка,女性,1,立绘_冬时_1.png,https://media.prts.wiki/5/56/%E7%AB%8B%E7%BB%98_%E5%86%AC%E6%97%B6_1.png,乌萨斯,方舟干员,4,US38,先锋,情报官,乌萨斯,乌萨斯,2025-10-09,,
冬时,Снегyрочка,女性,2,立绘_冬时_2.png,https://media.prts.wiki/3/3c/%E7%AB%8B%E7%BB%98_%E5%86%AC%E6%97%B6_2.png,乌萨斯,方舟干员,4,US38,先锋,情报官,乌萨斯,乌萨斯,2025-10-09,,
冰酿,Coldshot,女性,1,立绘_冰酿_1.png,https://media.prts.wiki/7/7e/%E7%AB%8B%E7%BB%98_%E5%86%B0%E9%85%BF_1.png,哥伦比亚,方舟干员,5,CB28,狙击,猎手,哥伦比亚,哥伦比亚,2023-09-05,,
冰酿,Coldshot,女性,2,立绘_冰酿_2.png,https://media.prts.wiki/f/f3/%E7%AB%8B%E7%BB%98_%E5%86%B0%E9%85%BF_2.png,哥伦比亚,方舟干员,5,CB28,狙击,猎手,哥伦比亚,哥伦比亚,2023-09-05,,
冰酿,Coldshot,女性,skin1,立绘_冰酿_skin1.png,https://media.prts.wiki/d/d2/%E7%AB%8B%E7%BB%98_%E5%86%B0%E9%85%BF_skin1.png,哥伦比亚,方舟干员,5,CB28,狙击,猎手,哥伦比亚,哥伦比亚,2023-09-05,雷神推进者,破晓
凛冬,Зима,女性,1,立绘_凛冬_1.png,https://media.prts.wiki/6/6e/%E7%AB%8B%E7%BB%98_%E5%87%9B%E5%86%AC_1.png,乌萨斯学生自治团,方舟干员,5,USS1,先锋,尖兵,乌萨斯学生自治团,乌萨斯,2019-04-30,,
凛冬,Зима,女性,2,立绘_凛冬_2.png,https://media.prts.wiki/2/2c/%E7%AB%8B%E7%BB%98_%E5%87%9B%E5%86%AC_2.png,乌萨斯学生自治团,方舟干员,5,USS1,先锋,尖兵,乌萨斯学生自治团,乌萨斯,2019-04-30,,
凛冬,Зима,女性,skin1,立绘_凛冬_skin1.png,https://media.prts.wiki/0/0a/%E7%AB%8B%E7%BB%98_%E5%87%9B%E5%86%AC_skin1.png,乌萨斯学生自治团,方舟干员,5,USS1,先锋,尖兵,乌萨斯学生自治团,乌萨斯,2019-04-30,玛尔特,整装待发
凛冬,Зима,女性,skin2,立绘_凛冬_skin2.png,https://media.prts.wiki/b/bf/%E7%AB%8B%E7%BB%98_%E5%87%9B%E5%86%AC_skin2.png,乌萨斯学生自治团,方舟干员,5,USS1,先锋,尖兵,乌萨斯学生自治团,乌萨斯,2019-04-30,合作款,乌萨斯IO79
凛御银灰,SilverAsh the Reignfrost,男性,1,立绘_凛御银灰_1.png,https://media.prts.wiki/b/bb/%E7%AB%8B%E7%BB%98_%E5%87%9B%E5%BE%A1%E9%93%B6%E7%81%B0_1.png,谢拉格,方舟干员,6,KJ01,先锋,策士,谢拉格,谢拉格,2025-11-01,,
凛御银灰,SilverAsh the Reignfrost,男性,2,立绘_凛御银灰_2.png,https://media.prts.wiki/b/b2/%E7%AB%8B%E7%BB%98_%E5%87%9B%E5%BE%A1%E9%93%B6%E7%81%B0_2.png,谢拉格,方舟干员,6,KJ01,先锋,策士,谢拉格,谢拉格,2025-11-01,,
凛视,Valarqvin,女性,1,立绘_凛视_1.png,https://media.prts.wiki/0/03/%E7%AB%8B%E7%BB%98_%E5%87%9B%E8%A7%86_1.png,萨米,方舟干员,5,SI06,辅助,巫役,萨米,萨米,2023-07-13,,
凛视,Valarqvin,女性,2,立绘_凛视_2.png,https://media.prts.wiki/f/f4/%E7%AB%8B%E7%BB%98_%E5%87%9B%E8%A7%86_2.png,萨米,方舟干员,5,SI06,辅助,巫役,萨米,萨米,2023-07-13,,
凛视,Valarqvin,女性,skin1,立绘_凛视_skin1.png,https://media.prts.wiki/6/60/%E7%AB%8B%E7%BB%98_%E5%87%9B%E8%A7%86_skin1.png,萨米,方舟干员,5,SI06,辅助,巫役,萨米,萨米,2023-07-13,时代,林间暖阳
凯尔希,Kal'tsit,女性,1,立绘_凯尔希_1.png,https://media.prts.wiki/7/72/%E7%AB%8B%E7%BB%98_%E5%87%AF%E5%B0%94%E5%B8%8C_1.png,罗德岛,方舟干员,6,B003,医疗,医师,罗德岛,罗德岛,2021-05-01,,
凯尔希,Kal'tsit,女性,2,立绘_凯尔希_2.png,https://media.prts.wiki/6/65/%E7%AB%8B%E7%BB%98_%E5%87%AF%E5%B0%94%E5%B8%8C_2.png,罗德岛,方舟干员,6,B003,医疗,医师,罗德岛,罗德岛,2021-05-01,,
凯尔希,Kal'tsit,女性,skin1,立绘_凯尔希_skin1.png,https://media.prts.wiki/0/0f/%E7%AB%8B%E7%BB%98_%E5%87%AF%E5%B0%94%E5%B8%8C_skin1.png,罗德岛,方舟干员,6,B003,医疗,医师,罗德岛,罗德岛,2021-05-01,斗争血脉,残余
凯尔希,Kal'tsit,女性,skin2,立绘_凯尔希_skin2.png,https://media.prts.wiki/9/98/%E7%AB%8B%E7%BB%98_%E5%87%AF%E5%B0%94%E5%B8%8C_skin2.png,罗德岛,方舟干员,6,B003,医疗,医师,罗德岛,罗德岛,2021-05-01,忒斯特收藏,时遗
凯瑟琳,Catherine,女性,1,立绘_凯瑟琳_1.png,https://media.prts.wiki/a/ad/%E7%AB%8B%E7%BB%98_%E5%87%AF%E7%91%9F%E7%90%B3_1.png,维多利亚,方舟干员,5,VC20,辅助,工匠,维多利亚,维多利亚,2024-10-09,,
凯瑟琳,Catherine,女性,2,立绘_凯瑟琳_2.png,https://media.prts.wiki/3/34/%E7%AB%8B%E7%BB%98_%E5%87%AF%E7%91%9F%E7%90%B3_2.png,维多利亚,方舟干员,5,VC20,辅助,工匠,维多利亚,维多利亚,2024-10-09,,
初雪,Pramanix,女性,1,立绘_初雪_1.png,https://media.prts.wiki/d/de/%E7%AB%8B%E7%BB%98_%E5%88%9D%E9%9B%AA_1.png,谢拉格,方舟干员,5,JC05,辅助,削弱者,谢拉格,谢拉格,2019-04-30,,
初雪,Pramanix,女性,2,立绘_初雪_2.png,https://media.prts.wiki/0/05/%E7%AB%8B%E7%BB%98_%E5%88%9D%E9%9B%AA_2.png,谢拉格,方舟干员,5,JC05,辅助,削弱者,谢拉格,谢拉格,2019-04-30,,
初雪,Pramanix,女性,skin1,立绘_初雪_skin1.png,https://media.prts.wiki/f/f9/%E7%AB%8B%E7%BB%98_%E5%88%9D%E9%9B%AA_skin1.png,谢拉格,方舟干员,5,JC05,辅助,削弱者,谢拉格,谢拉格,2019-04-30,冰原信使,开斯特之霜
刺玫,Vendela,女性,1,立绘_刺玫_1.png,https://media.prts.wiki/e/e3/%E7%AB%8B%E7%BB%98_%E5%88%BA%E7%8E%AB_1.png,维多利亚,方舟干员,5,VC24,医疗,咒愈师,维多利亚,维多利亚,2023-10-08,,
刺玫,Vendela,女性,2,立绘_刺玫_2.png,https://media.prts.wiki/a/aa/%E7%AB%8B%E7%BB%98_%E5%88%BA%E7%8E%AB_2.png,维多利亚,方舟干员,5,VC24,医疗,咒愈师,维多利亚,维多利亚,2023-10-08,,
刻俄柏,Ceobe,女性,1,立绘_刻俄柏_1.png,https://media.prts.wiki/3/3d/%E7%AB%8B%E7%BB%98_%E5%88%BB%E4%BF%84%E6%9F%8F_1.png,罗德岛,方舟干员,6,R155,术师,中坚术师,罗德岛,玻利瓦尔,2020-02-25,,
刻俄柏,Ceobe,女性,2,立绘_刻俄柏_2.png,https://media.prts.wiki/6/6d/%E7%AB%8B%E7%BB%98_%E5%88%BB%E4%BF%84%E6%9F%8F_2.png,罗德岛,方舟干员,6,R155,术师,中坚术师,罗德岛,玻利瓦尔,2020-02-25,,
刻俄柏,Ceobe,女性,skin1,立绘_刻俄柏_skin1.png,https://media.prts.wiki/f/f3/%E7%AB%8B%E7%BB%98_%E5%88%BB%E4%BF%84%E6%9F%8F_skin1.png,罗德岛,方舟干员,6,R155,术师,中坚术师,罗德岛,玻利瓦尔,2020-02-25,珊瑚海岸,夏卉 FA333
刻俄柏,Ceobe,女性,skin2,立绘_刻俄柏_skin2.png,https://media.prts.wiki/d/d4/%E7%AB%8B%E7%BB%98_%E5%88%BB%E4%BF%84%E6%9F%8F_skin2.png,罗德岛,方舟干员,6,R155,术师,中坚术师,罗德岛,玻利瓦尔,2020-02-25,0011-飙系列,无拘无束
刻刀,Cutter,女性,1,立绘_刻刀_1.png,https://media.prts.wiki/5/51/%E7%AB%8B%E7%BB%98_%E5%88%BB%E5%88%80_1.png,哥伦比亚,方舟干员,4,R144,近卫,剑豪,哥伦比亚,哥伦比亚,2020-04-21,,
刻刀,Cutter,女性,2,立绘_刻刀_2.png,https://media.prts.wiki/e/e8/%E7%AB%8B%E7%BB%98_%E5%88%BB%E5%88%80_2.png,哥伦比亚,方舟干员,4,R144,近卫,剑豪,哥伦比亚,哥伦比亚,2020-04-21,,
刻刀,Cutter,女性,skin1,立绘_刻刀_skin1.png,https://media.prts.wiki/1/12/%E7%AB%8B%E7%BB%98_%E5%88%BB%E5%88%80_skin1.png,哥伦比亚,方舟干员,4,R144,近卫,剑豪,哥伦比亚,哥伦比亚,2020-04-21,玛尔特,拭刀
医生,Doc,男性,1,立绘_医生_1.png,https://media.prts.wiki/e/e2/%E7%AB%8B%E7%BB%98_%E5%8C%BB%E7%94%9F_1.png,彩虹小队,方舟干员,5,RS06,近卫,教官,彩虹小队,未知,2024-03-07,,
医生,Doc,男性,2,立绘_医生_2.png,https://media.prts.wiki/7/75/%E7%AB%8B%E7%BB%98_%E5%8C%BB%E7%94%9F_2.png,彩虹小队,方舟干员,5,RS06,近卫,教官,彩虹小队,未知,2024-03-07,,
医生,Doc,男性,skin1,立绘_医生_skin1.png,https://media.prts.wiki/7/7b/%E7%AB%8B%E7%BB%98_%E5%8C%BB%E7%94%9F_skin1.png,彩虹小队,方舟干员,5,RS06,近卫,教官,彩虹小队,未知,2024-03-07,合作款,展览
华法琳,Warfarin,女性,1,立绘_华法琳_1.png,https://media.prts.wiki/e/ee/%E7%AB%8B%E7%BB%98_%E5%8D%8E%E6%B3%95%E7%90%B3_1.png,罗德岛,方舟干员,5,R106,医疗,医师,罗德岛,卡兹戴尔,2019-04-30,,
华法琳,Warfarin,女性,2,立绘_华法琳_2.png,https://media.prts.wiki/7/77/%E7%AB%8B%E7%BB%98_%E5%8D%8E%E6%B3%95%E7%90%B3_2.png,罗德岛,方舟干员,5,R106,医疗,医师,罗德岛,卡兹戴尔,2019-04-30,,
华法琳,Warfarin,女性,skin1,立绘_华法琳_skin1.png,https://media.prts.wiki/2/24/%E7%AB%8B%E7%BB%98_%E5%8D%8E%E6%B3%95%E7%90%B3_skin1.png,罗德岛,方舟干员,5,R106,医疗,医师,罗德岛,卡兹戴尔,2019-04-30,巫异盛宴,盛宴
华法琳,Warfarin,女性,skin2,立绘_华法琳_skin2.png,https://media.prts.wiki/7/7e/%E7%AB%8B%E7%BB%98_%E5%8D%8E%E6%B3%95%E7%90%B3_skin2.png,罗德岛,方舟干员,5,R106,医疗,医师,罗德岛,卡兹戴尔,2019-04-30,珊瑚海岸,悠然假日 HD31
协律,Akkord,女性,1,立绘_协律_1.png,https://media.prts.wiki/8/8e/%E7%AB%8B%E7%BB%98_%E5%8D%8F%E5%BE%8B_1.png,莱塔尼亚,方舟干员,4,LN22,术师,轰击术师,莱塔尼亚,莱塔尼亚,2025-11-01,,
协律,Akkord,女性,2,立绘_协律_2.png,https://media.prts.wiki/c/ce/%E7%AB%8B%E7%BB%98_%E5%8D%8F%E5%BE%8B_2.png,莱塔尼亚,方舟干员,4,LN22,术师,轰击术师,莱塔尼亚,莱塔尼亚,2025-11-01,,
卡夫卡,Kafka,女性,1,立绘_卡夫卡_1.png,https://media.prts.wiki/e/ef/%E7%AB%8B%E7%BB%98_%E5%8D%A1%E5%A4%AB%E5%8D%A1_1.png,哥伦比亚,方舟干员,5,CB06,特种,处决者,哥伦比亚,哥伦比亚,2020-12-17,,
卡夫卡,Kafka,女性,2,立绘_卡夫卡_2.png,https://media.prts.wiki/a/a1/%E7%AB%8B%E7%BB%98_%E5%8D%A1%E5%A4%AB%E5%8D%A1_2.png,哥伦比亚,方舟干员,5,CB06,特种,处决者,哥伦比亚,哥伦比亚,2020-12-17,,
卡夫卡,Kafka,女性,skin1,立绘_卡夫卡_skin1.png,https://media.prts.wiki/2/2e/%E7%AB%8B%E7%BB%98_%E5%8D%A1%E5%A4%AB%E5%8D%A1_skin1.png,哥伦比亚,方舟干员,5,CB06,特种,处决者,哥伦比亚,哥伦比亚,2020-12-17,冰原信使,纸板仙子
卡涅利安,Carnelian,女性,1,立绘_卡涅利安_1.png,https://media.prts.wiki/d/d0/%E7%AB%8B%E7%BB%98_%E5%8D%A1%E6%B6%85%E5%88%A9%E5%AE%89_1.png,莱塔尼亚,方舟干员,6,LN04,术师,阵法术师,莱塔尼亚,萨尔贡,2021-06-01,,
卡涅利安,Carnelian,女性,2,立绘_卡涅利安_2.png,https://media.prts.wiki/e/ee/%E7%AB%8B%E7%BB%98_%E5%8D%A1%E6%B6%85%E5%88%A9%E5%AE%89_2.png,莱塔尼亚,方舟干员,6,LN04,术师,阵法术师,莱塔尼亚,萨尔贡,2021-06-01,,
卡涅利安,Carnelian,女性,skin1,立绘_卡涅利安_skin1.png,https://media.prts.wiki/0/02/%E7%AB%8B%E7%BB%98_%E5%8D%A1%E6%B6%85%E5%88%A9%E5%AE%89_skin1.png,莱塔尼亚,方舟干员,6,LN04,术师,阵法术师,莱塔尼亚,萨尔贡,2021-06-01,冰原信使,霍恩洛厄的寒沙
卡涅利安,Carnelian,女性,skin2,立绘_卡涅利安_skin2.png,https://media.prts.wiki/c/c7/%E7%AB%8B%E7%BB%98_%E5%8D%A1%E6%B6%85%E5%88%A9%E5%AE%89_skin2.png,莱塔尼亚,方舟干员,6,LN04,术师,阵法术师,莱塔尼亚,萨尔贡,2021-06-01,珊瑚海岸,灿阳朝露 SD08
卡缇,Cardigan,女性,1,立绘_卡缇_1.png,https://media.prts.wiki/f/f6/%E7%AB%8B%E7%BB%98_%E5%8D%A1%E7%BC%87_1.png,行动预备组A4,方舟干员,3,PA45,重装,铁卫,行动预备组A4,莱塔尼亚,2019-04-30,,
卡缇,Cardigan,女性,skin1,立绘_卡缇_skin1.png,https://media.prts.wiki/b/ba/%E7%AB%8B%E7%BB%98_%E5%8D%A1%E7%BC%87_skin1.png,行动预备组A4,方舟干员,3,PA45,重装,铁卫,行动预备组A4,莱塔尼亚,2019-04-30,冰原信使,快乐卫士
卡缇,Cardigan,女性,skin2,立绘_卡缇_skin2.png,https://media.prts.wiki/7/7f/%E7%AB%8B%E7%BB%98_%E5%8D%A1%E7%BC%87_skin2.png,行动预备组A4,方舟干员,3,PA45,重装,铁卫,行动预备组A4,莱塔尼亚,2019-04-30,时代,晴日
卡达,Click,女性,1,立绘_卡达_1.png,https://media.prts.wiki/1/1a/%E7%AB%8B%E7%BB%98_%E5%8D%A1%E8%BE%BE_1.png,罗德岛,方舟干员,4,R140,术师,驭械术师,罗德岛,未公开,2020-07-09,,
卡达,Click,女性,2,立绘_卡达_2.png,https://media.prts.wiki/b/b8/%E7%AB%8B%E7%BB%98_%E5%8D%A1%E8%BE%BE_2.png,罗德岛,方舟干员,4,R140,术师,驭械术师,罗德岛,未公开,2020-07-09,,
卡达,Click,女性,skin1,立绘_卡达_skin1.png,https://media.prts.wiki/b/b5/%E7%AB%8B%E7%BB%98_%E5%8D%A1%E8%BE%BE_skin1.png,罗德岛,方舟干员,4,R140,术师,驭械术师,罗德岛,未公开,2020-07-09,巫异盛宴,安息处的怪盗
历阵锐枪芬,Fang the Fire-sharpened,女性,1,立绘_历阵锐枪芬_1.png,https://media.prts.wiki/6/6d/%E7%AB%8B%E7%BB%98_%E5%8E%86%E9%98%B5%E9%94%90%E6%9E%AA%E8%8A%AC_1.png,罗德岛,方舟干员,5,RF04,先锋,冲锋手,罗德岛,卡西米尔,2024-05-01,,
历阵锐枪芬,Fang the Fire-sharpened,女性,2,立绘_历阵锐枪芬_2.png,https://media.prts.wiki/f/f5/%E7%AB%8B%E7%BB%98_%E5%8E%86%E9%98%B5%E9%94%90%E6%9E%AA%E8%8A%AC_2.png,罗德岛,方舟干员,5,RF04,先锋,冲锋手,罗德岛,卡西米尔,2024-05-01,,
历阵锐枪芬,Fang the Fire-sharpened,女性,skin1,立绘_历阵锐枪芬_skin1.png,https://media.prts.wiki/b/bf/%E7%AB%8B%E7%BB%98_%E5%8E%86%E9%98%B5%E9%94%90%E6%9E%AA%E8%8A%AC_skin1.png,罗德岛,方舟干员,5,RF04,先锋,冲锋手,罗德岛,卡西米尔,2024-05-01,冰原信使,纯净乐段
双月,Iana,女性,1,立绘_双月_1.png,https://media.prts.wiki/d/dd/%E7%AB%8B%E7%BB%98_%E5%8F%8C%E6%9C%88_1.png,彩虹小队,方舟干员,5,RS07,特种,傀儡师,彩虹小队,未知,2024-03-07,,
双月,Iana,女性,2,立绘_双月_2.png,https://media.prts.wiki/5/53/%E7%AB%8B%E7%BB%98_%E5%8F%8C%E6%9C%88_2.png,彩虹小队,方舟干员,5,RS07,特种,傀儡师,彩虹小队,未知,2024-03-07,,
双月,Iana,女性,skin1,立绘_双月_skin1.png,https://media.prts.wiki/9/98/%E7%AB%8B%E7%BB%98_%E5%8F%8C%E6%9C%88_skin1.png,彩虹小队,方舟干员,5,RS07,特种,傀儡师,彩虹小队,未知,2024-03-07,合作款,镜廊
古米,Гум,女性,1,立绘_古米_1.png,https://media.prts.wiki/1/16/%E7%AB%8B%E7%BB%98_%E5%8F%A4%E7%B1%B3_1.png,乌萨斯学生自治团,方舟干员,4,USS3,重装,守护者,乌萨斯学生自治团,乌萨斯,2019-04-30,,
古米,Гум,女性,2,立绘_古米_2.png,https://media.prts.wiki/1/1f/%E7%AB%8B%E7%BB%98_%E5%8F%A4%E7%B1%B3_2.png,乌萨斯学生自治团,方舟干员,4,USS3,重装,守护者,乌萨斯学生自治团,乌萨斯,2019-04-30,,
古米,Гум,女性,skin1,立绘_古米_skin1.png,https://media.prts.wiki/f/fd/%E7%AB%8B%E7%BB%98_%E5%8F%A4%E7%B1%B3_skin1.png,乌萨斯学生自治团,方舟干员,4,USS3,重装,守护者,乌萨斯学生自治团,乌萨斯,2019-04-30,珊瑚海岸,夏卉 FA011
可颂,Croissant,女性,1,立绘_可颂_1.png,https://media.prts.wiki/6/62/%E7%AB%8B%E7%BB%98_%E5%8F%AF%E9%A2%82_1.png,企鹅物流,方舟干员,5,PL04,重装,铁卫,企鹅物流,米诺斯,2019-04-30,,
可颂,Croissant,女性,2,立绘_可颂_2.png,https://media.prts.wiki/8/8d/%E7%AB%8B%E7%BB%98_%E5%8F%AF%E9%A2%82_2.png,企鹅物流,方舟干员,5,PL04,重装,铁卫,企鹅物流,米诺斯,2019-04-30,,
可颂,Croissant,女性,skin1,立绘_可颂_skin1.png,https://media.prts.wiki/0/02/%E7%AB%8B%E7%BB%98_%E5%8F%AF%E9%A2%82_skin1.png,企鹅物流,方舟干员,5,PL04,重装,铁卫,企鹅物流,米诺斯,2019-04-30,合作款,清晨七点
可颂,Croissant,女性,skin2,立绘_可颂_skin2.png,https://media.prts.wiki/c/c7/%E7%AB%8B%E7%BB%98_%E5%8F%AF%E9%A2%82_skin2.png,企鹅物流,方舟干员,5,PL04,重装,铁卫,企鹅物流,米诺斯,2019-04-30,珊瑚海岸,探寻者 SK03
史尔特尔,Surtr,女性,1,立绘_史尔特尔_1.png,https://media.prts.wiki/0/0c/%E7%AB%8B%E7%BB%98_%E5%8F%B2%E5%B0%94%E7%89%B9%E5%B0%94_1.png,罗德岛,方舟干员,6,R111,近卫,术战者,罗德岛,不明,2020-09-24,,
史尔特尔,Surtr,女性,2,立绘_史尔特尔_2.png,https://media.prts.wiki/2/2e/%E7%AB%8B%E7%BB%98_%E5%8F%B2%E5%B0%94%E7%89%B9%E5%B0%94_2.png,罗德岛,方舟干员,6,R111,近卫,术战者,罗德岛,不明,2020-09-24,,
史尔特尔,Surtr,女性,skin1,立绘_史尔特尔_skin1.png,https://media.prts.wiki/a/af/%E7%AB%8B%E7%BB%98_%E5%8F%B2%E5%B0%94%E7%89%B9%E5%B0%94_skin1.png,罗德岛,方舟干员,6,R111,近卫,术战者,罗德岛,不明,2020-09-24,合作款,自由//失效
史尔特尔,Surtr,女性,skin2,立绘_史尔特尔_skin2.png,https://media.prts.wiki/6/69/%E7%AB%8B%E7%BB%98_%E5%8F%B2%E5%B0%94%E7%89%B9%E5%B0%94_skin2.png,罗德岛,方舟干员,6,R111,近卫,术战者,罗德岛,不明,2020-09-24,珊瑚海岸,缤纷奇境 CW03
史尔特尔,Surtr,女性,skin3,立绘_史尔特尔_skin3.png,https://media.prts.wiki/2/2f/%E7%AB%8B%E7%BB%98_%E5%8F%B2%E5%B0%94%E7%89%B9%E5%B0%94_skin3.png,罗德岛,方舟干员,6,R111,近卫,术战者,罗德岛,不明,2020-09-24,音律联觉,超然序曲
史都华德,Steward,男性,1,立绘_史都华德_1.png,https://media.prts.wiki/4/44/%E7%AB%8B%E7%BB%98_%E5%8F%B2%E9%83%BD%E5%8D%8E%E5%BE%B7_1.png,行动预备组A4,方舟干员,3,PA42,术师,中坚术师,行动预备组A4,谢拉格,2019-04-30,,
史都华德,Steward,男性,skin1,立绘_史都华德_skin1.png,https://media.prts.wiki/f/fe/%E7%AB%8B%E7%BB%98_%E5%8F%B2%E9%83%BD%E5%8D%8E%E5%BE%B7_skin1.png,行动预备组A4,方舟干员,3,PA42,术师,中坚术师,行动预备组A4,谢拉格,2019-04-30,忒斯特收藏,风雪邀请
号角,Horn,女性,1,立绘_号角_1.png,https://media.prts.wiki/4/49/%E7%AB%8B%E7%BB%98_%E5%8F%B7%E8%A7%92_1.png,维多利亚,方舟干员,6,VC16,重装,要塞,维多利亚,维多利亚,2022-04-14,,
号角,Horn,女性,2,立绘_号角_2.png,https://media.prts.wiki/9/98/%E7%AB%8B%E7%BB%98_%E5%8F%B7%E8%A7%92_2.png,维多利亚,方舟干员,6,VC16,重装,要塞,维多利亚,维多利亚,2022-04-14,,
号角,Horn,女性,skin1,立绘_号角_skin1.png,https://media.prts.wiki/f/f6/%E7%AB%8B%E7%BB%98_%E5%8F%B7%E8%A7%92_skin1.png,维多利亚,方舟干员,6,VC16,重装,要塞,维多利亚,维多利亚,2022-04-14,时代,化花
司霆惊蛰,Leizi the Thunderbringer,女性,1,立绘_司霆惊蛰_1.png,https://media.prts.wiki/9/9c/%E7%AB%8B%E7%BB%98_%E5%8F%B8%E9%9C%86%E6%83%8A%E8%9B%B0_1.png,炎,方舟干员,6,YD25,近卫,解放者,炎,炎,2025-07-08,,
司霆惊蛰,Leizi the Thunderbringer,女性,2,立绘_司霆惊蛰_2.png,https://media.prts.wiki/4/4d/%E7%AB%8B%E7%BB%98_%E5%8F%B8%E9%9C%86%E6%83%8A%E8%9B%B0_2.png,炎,方舟干员,6,YD25,近卫,解放者,炎,炎,2025-07-08,,
司霆惊蛰,Leizi the Thunderbringer,女性,skin1,立绘_司霆惊蛰_skin1.png,https://media.prts.wiki/d/d1/%E7%AB%8B%E7%BB%98_%E5%8F%B8%E9%9C%86%E6%83%8A%E8%9B%B0_skin1.png,炎,方舟干员,6,YD25,近卫,解放者,炎,炎,2025-07-08,成就之星,血翼蔷薇
吉星,Kichisei,女性,1,立绘_吉星_1.png,https://media.prts.wiki/2/28/%E7%AB%8B%E7%BB%98_%E5%90%89%E6%98%9F_1.png,东,方舟干员,5,HK16,狙击,散射手,东,东国,2025-08-02,,
吉星,Kichisei,女性,2,立绘_吉星_2.png,https://media.prts.wiki/0/06/%E7%AB%8B%E7%BB%98_%E5%90%89%E6%98%9F_2.png,东,方舟干员,5,HK16,狙击,散射手,东,东国,2025-08-02,,
吽,Hung,男性,1,立绘_吽_1.png,https://media.prts.wiki/e/e4/%E7%AB%8B%E7%BB%98_%E5%90%BD_1.png,鲤氏侦探事务所,方舟干员,5,LM19,重装,守护者,鲤氏侦探事务所,龙门,2020-01-16,,
吽,Hung,男性,2,立绘_吽_2.png,https://media.prts.wiki/e/e6/%E7%AB%8B%E7%BB%98_%E5%90%BD_2.png,鲤氏侦探事务所,方舟干员,5,LM19,重装,守护者,鲤氏侦探事务所,龙门,2020-01-16,,
吽,Hung,男性,skin1,立绘_吽_skin1.png,https://media.prts.wiki/a/a8/%E7%AB%8B%E7%BB%98_%E5%90%BD_skin1.png,鲤氏侦探事务所,方舟干员,5,LM19,重装,守护者,鲤氏侦探事务所,龙门,2020-01-16,0011™制造,一介车夫
和弦,Harmonie,女性,1,立绘_和弦_1.png,https://media.prts.wiki/9/99/%E7%AB%8B%E7%BB%98_%E5%92%8C%E5%BC%A6_1.png,塔拉,方舟干员,5,DB03,术师,秘术师,塔拉,维多利亚,2022-12-15,,
和弦,Harmonie,女性,2,立绘_和弦_2.png,https://media.prts.wiki/5/59/%E7%AB%8B%E7%BB%98_%E5%92%8C%E5%BC%A6_2.png,塔拉,方舟干员,5,DB03,术师,秘术师,塔拉,维多利亚,2022-12-15,,
和弦,Harmonie,女性,skin1,立绘_和弦_skin1.png,https://media.prts.wiki/4/4c/%E7%AB%8B%E7%BB%98_%E5%92%8C%E5%BC%A6_skin1.png,塔拉,方舟干员,5,DB03,术师,秘术师,塔拉,维多利亚,2022-12-15,时代,邀约
和弦,Harmonie,女性,skin2,立绘_和弦_skin2.png,https://media.prts.wiki/8/83/%E7%AB%8B%E7%BB%98_%E5%92%8C%E5%BC%A6_skin2.png,塔拉,方舟干员,5,DB03,术师,秘术师,塔拉,维多利亚,2022-12-15,待予花冠,装点
哈洛德,Harold,男性,1,立绘_哈洛德_1.png,https://media.prts.wiki/3/37/%E7%AB%8B%E7%BB%98_%E5%93%88%E6%B4%9B%E5%BE%B7_1.png,维多利亚,方舟干员,5,VC27,医疗,行医,维多利亚,维多利亚,2023-12-05,,
哈洛德,Harold,男性,2,立绘_哈洛德_2.png,https://media.prts.wiki/5/54/%E7%AB%8B%E7%BB%98_%E5%93%88%E6%B4%9B%E5%BE%B7_2.png,维多利亚,方舟干员,5,VC27,医疗,行医,维多利亚,维多利亚,2023-12-05,,
哈洛德,Harold,男性,skin1,立绘_哈洛德_skin1.png,https://media.prts.wiki/9/9d/%E7%AB%8B%E7%BB%98_%E5%93%88%E6%B4%9B%E5%BE%B7_skin1.png,维多利亚,方舟干员,5,VC27,医疗,行医,维多利亚,维多利亚,2023-12-05,冰原信使,邀雪
